query_id,condition,seed,correct_rank,top5_hit,top10_hit,effective_mse,psnr,max_abs_delta,clipped_fraction,region_mode,caption_source,steps,epsilon
nairobi_query_0TzVtw0twyRTMFGP-VzE8A,clean,1234,14,0,0,0.000000,138.1308,0.0000,0.013677,fullframe,published,100,8.0
nairobi_query_0TzVtw0twyRTMFGP-VzE8A,isotropic,1234,21,0,0,15.679998,36.1773,16.8081,0.021191,fullframe,published,100,8.0
nairobi_query_0TzVtw0twyRTMFGP-VzE8A,geoshield_published_fullframe,1234,37,0,0,15.680000,36.1773,10.4201,0.006359,fullframe,published,100,8.0
toronto_query_-8NbZpIbjwqAXwoRMmYddg,clean,1234,48,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-8NbZpIbjwqAXwoRMmYddg,isotropic,1234,38,0,0,15.680000,36.1773,16.6054,0.000033,fullframe,published,100,8.0
toronto_query_-8NbZpIbjwqAXwoRMmYddg,geoshield_published_fullframe,1234,22,0,0,15.680000,36.1773,9.3937,0.000000,fullframe,published,100,8.0
zurich_query_-Vs9xzO47S-0Cfs9o81wvQ,clean,1234,3,1,1,0.000000,138.1308,0.0000,0.001199,fullframe,published,100,8.0
zurich_query_-Vs9xzO47S-0Cfs9o81wvQ,isotropic,1234,4,1,1,15.679998,36.1773,16.7061,0.009413,fullframe,published,100,8.0
zurich_query_-Vs9xzO47S-0Cfs9o81wvQ,geoshield_published_fullframe,1234,6,0,1,15.679997,36.1773,9.8592,0.000326,fullframe,published,100,8.0
amman_query_0CjrhmzpvqXBOIBsGB6LcQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000401,fullframe,published,100,8.0
amman_query_0CjrhmzpvqXBOIBsGB6LcQ,isotropic,1234,1,1,1,15.679998,36.1773,16.6562,0.004980,fullframe,published,100,8.0
amman_query_0CjrhmzpvqXBOIBsGB6LcQ,geoshield_published_fullframe,1234,1,1,1,15.680001,36.1773,10.4159,0.000184,fullframe,published,100,8.0
boston_query_-D-onyWSIw3M1SbsxL7X-g,clean,1234,130,0,0,0.000000,138.1308,0.0000,0.009728,fullframe,published,100,8.0
boston_query_-D-onyWSIw3M1SbsxL7X-g,isotropic,1234,166,0,0,15.679996,36.1773,16.8389,0.024891,fullframe,published,100,8.0
boston_query_-D-onyWSIw3M1SbsxL7X-g,geoshield_published_fullframe,1234,77,0,0,15.680000,36.1773,9.6728,0.004742,fullframe,published,100,8.0
cph_query_-AowxxrsOr_xM02-ZyrQ5A,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.000293,fullframe,published,100,8.0
cph_query_-AowxxrsOr_xM02-ZyrQ5A,isotropic,1234,3,1,1,15.680000,36.1773,16.7147,0.010465,fullframe,published,100,8.0
cph_query_-AowxxrsOr_xM02-ZyrQ5A,geoshield_published_fullframe,1234,4,1,1,15.680001,36.1773,9.9138,0.000114,fullframe,published,100,8.0
london_query_-UeH_UbGnPshWdeEEYfhyQ,clean,1234,33,0,0,0.000000,138.1308,0.0000,0.000022,fullframe,published,100,8.0
london_query_-UeH_UbGnPshWdeEEYfhyQ,isotropic,1234,31,0,0,15.680000,36.1773,16.6517,0.003787,fullframe,published,100,8.0
london_query_-UeH_UbGnPshWdeEEYfhyQ,geoshield_published_fullframe,1234,59,0,0,15.680000,36.1773,10.1575,0.000005,fullframe,published,100,8.0
manila_query_-EVOy4h35ZUyBK4r6uBM5g,clean,1234,75,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
manila_query_-EVOy4h35ZUyBK4r6uBM5g,isotropic,1234,59,0,0,15.680000,36.1773,16.7148,0.008664,fullframe,published,100,8.0
manila_query_-EVOy4h35ZUyBK4r6uBM5g,geoshield_published_fullframe,1234,141,0,0,15.680000,36.1773,9.9451,0.000000,fullframe,published,100,8.0
nairobi_query_0YY7sOJF2Kr1PfPB1KidBg,clean,1234,13,0,0,0.000000,138.1308,0.0000,0.025092,fullframe,published,100,8.0
nairobi_query_0YY7sOJF2Kr1PfPB1KidBg,isotropic,1234,7,0,1,15.679995,36.1773,16.8537,0.027371,fullframe,published,100,8.0
nairobi_query_0YY7sOJF2Kr1PfPB1KidBg,geoshield_published_fullframe,1234,16,0,0,15.679997,36.1773,10.1675,0.011740,fullframe,published,100,8.0
toronto_query_-8Q-Otkctyr1cXAnmn2BEw,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.066303,fullframe,published,100,8.0
toronto_query_-8Q-Otkctyr1cXAnmn2BEw,isotropic,1234,1,1,1,15.680000,36.1773,17.4090,0.087484,fullframe,published,100,8.0
toronto_query_-8Q-Otkctyr1cXAnmn2BEw,geoshield_published_fullframe,1234,1,1,1,15.679998,36.1773,10.3091,0.034511,fullframe,published,100,8.0
zurich_query_-ZAb7eYhYeo1yW06_paa_g,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000494,fullframe,published,100,8.0
zurich_query_-ZAb7eYhYeo1yW06_paa_g,isotropic,1234,1,1,1,15.679997,36.1773,16.7226,0.011003,fullframe,published,100,8.0
zurich_query_-ZAb7eYhYeo1yW06_paa_g,geoshield_published_fullframe,1234,1,1,1,15.679997,36.1773,9.6998,0.000195,fullframe,published,100,8.0
amman_query_0IvHKlYEfFEP39KRxr9UZg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000027,fullframe,published,100,8.0
amman_query_0IvHKlYEfFEP39KRxr9UZg,isotropic,1234,1,1,1,15.680000,36.1773,16.6143,0.000868,fullframe,published,100,8.0
amman_query_0IvHKlYEfFEP39KRxr9UZg,geoshield_published_fullframe,1234,1,1,1,15.679998,36.1773,10.6424,0.000011,fullframe,published,100,8.0
boston_query_-DYvemYiNwx_BmPSrlUWIA,clean,1234,83,0,0,0.000000,138.1308,0.0000,0.006831,fullframe,published,100,8.0
boston_query_-DYvemYiNwx_BmPSrlUWIA,isotropic,1234,84,0,0,15.680000,36.1773,16.7204,0.012587,fullframe,published,100,8.0
boston_query_-DYvemYiNwx_BmPSrlUWIA,geoshield_published_fullframe,1234,74,0,0,15.680000,36.1773,9.4724,0.002593,fullframe,published,100,8.0
cph_query_-BH_JCTriNnLeoSt0e51lQ,clean,1234,473,0,0,0.000000,138.1308,0.0000,0.009299,fullframe,published,100,8.0
cph_query_-BH_JCTriNnLeoSt0e51lQ,isotropic,1234,754,0,0,15.680000,36.1773,16.7364,0.014155,fullframe,published,100,8.0
cph_query_-BH_JCTriNnLeoSt0e51lQ,geoshield_published_fullframe,1234,340,0,0,15.680000,36.1773,10.0937,0.004487,fullframe,published,100,8.0
london_query_-WUdEGuLIX2B2T8rBV0Rgw,clean,1234,46,0,0,0.000000,138.1308,0.0000,0.033078,fullframe,published,100,8.0
london_query_-WUdEGuLIX2B2T8rBV0Rgw,isotropic,1234,61,0,0,15.680002,36.1773,16.9381,0.036860,fullframe,published,100,8.0
london_query_-WUdEGuLIX2B2T8rBV0Rgw,geoshield_published_fullframe,1234,65,0,0,15.679997,36.1773,9.5568,0.016265,fullframe,published,100,8.0
manila_query_-EthLwRJMwt-Shb-xpIYlA,clean,1234,635,0,0,0.000000,138.1308,0.0000,0.000092,fullframe,published,100,8.0
manila_query_-EthLwRJMwt-Shb-xpIYlA,isotropic,1234,670,0,0,15.680000,36.1773,16.7629,0.013911,fullframe,published,100,8.0
manila_query_-EthLwRJMwt-Shb-xpIYlA,geoshield_published_fullframe,1234,690,0,0,15.679998,36.1773,9.8095,0.000027,fullframe,published,100,8.0
nairobi_query_0jIUlQnC_o05NHi_OMD_vg,clean,1234,3,1,1,0.000000,138.1308,0.0000,0.068018,fullframe,published,100,8.0
nairobi_query_0jIUlQnC_o05NHi_OMD_vg,isotropic,1234,6,0,1,15.680001,36.1773,17.3121,0.074620,fullframe,published,100,8.0
nairobi_query_0jIUlQnC_o05NHi_OMD_vg,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,10.2296,0.030990,fullframe,published,100,8.0
toronto_query_-8imnyri_5yPaHzqoBtiSg,clean,1234,80,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-8imnyri_5yPaHzqoBtiSg,isotropic,1234,118,0,0,15.680000,36.1773,16.6325,0.002403,fullframe,published,100,8.0
toronto_query_-8imnyri_5yPaHzqoBtiSg,geoshield_published_fullframe,1234,84,0,0,15.680000,36.1773,9.8471,0.000000,fullframe,published,100,8.0
zurich_query_-_SB4ERKdFDYkwavdkk6NA,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000906,fullframe,published,100,8.0
zurich_query_-_SB4ERKdFDYkwavdkk6NA,isotropic,1234,1,1,1,15.680000,36.1773,16.7305,0.012196,fullframe,published,100,8.0
zurich_query_-_SB4ERKdFDYkwavdkk6NA,geoshield_published_fullframe,1234,2,1,1,15.680000,36.1773,9.6778,0.000380,fullframe,published,100,8.0
amman_query_0NfGsYmI9MkLl0JzfO-tJg,clean,1234,1925,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_0NfGsYmI9MkLl0JzfO-tJg,isotropic,1234,1943,0,0,15.680000,36.1773,16.6054,0.000027,fullframe,published,100,8.0
amman_query_0NfGsYmI9MkLl0JzfO-tJg,geoshield_published_fullframe,1234,1927,0,0,15.679997,36.1773,10.0857,0.000000,fullframe,published,100,8.0
boston_query_-DZ2jmUKLylFospVHUJx9w,clean,1234,16,0,0,0.000000,138.1308,0.0000,0.007145,fullframe,published,100,8.0
boston_query_-DZ2jmUKLylFospVHUJx9w,isotropic,1234,4,1,1,15.679998,36.1773,16.7147,0.011985,fullframe,published,100,8.0
boston_query_-DZ2jmUKLylFospVHUJx9w,geoshield_published_fullframe,1234,38,0,0,15.680000,36.1773,10.0981,0.003065,fullframe,published,100,8.0
cph_query_-CmhgNHgZVau1Sw841AZJw,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.007992,fullframe,published,100,8.0
cph_query_-CmhgNHgZVau1Sw841AZJw,isotropic,1234,2,1,1,15.679997,36.1773,16.7629,0.016233,fullframe,published,100,8.0
cph_query_-CmhgNHgZVau1Sw841AZJw,geoshield_published_fullframe,1234,14,0,0,15.680000,36.1773,10.2519,0.004036,fullframe,published,100,8.0
london_query_-WZeEq0W1pr6VJS4t3dR0g,clean,1234,4,1,1,0.000000,138.1308,0.0000,0.036366,fullframe,published,100,8.0
london_query_-WZeEq0W1pr6VJS4t3dR0g,isotropic,1234,6,0,1,15.679997,36.1773,16.9459,0.038336,fullframe,published,100,8.0
london_query_-WZeEq0W1pr6VJS4t3dR0g,geoshield_published_fullframe,1234,42,0,0,15.679997,36.1773,9.6379,0.018522,fullframe,published,100,8.0
manila_query_-GD9SrklFbEy7mNAK9uIXg,clean,1234,7,0,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
manila_query_-GD9SrklFbEy7mNAK9uIXg,isotropic,1234,26,0,0,15.680000,36.1773,16.6578,0.003993,fullframe,published,100,8.0
manila_query_-GD9SrklFbEy7mNAK9uIXg,geoshield_published_fullframe,1234,20,0,0,15.680000,36.1773,9.8673,0.000000,fullframe,published,100,8.0
nairobi_query_0o5iaNnZzqS9cqJ1tMT85g,clean,1234,114,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
nairobi_query_0o5iaNnZzqS9cqJ1tMT85g,isotropic,1234,164,0,0,15.679997,36.1773,16.6111,0.000483,fullframe,published,100,8.0
nairobi_query_0o5iaNnZzqS9cqJ1tMT85g,geoshield_published_fullframe,1234,149,0,0,15.679997,36.1773,10.2154,0.000000,fullframe,published,100,8.0
toronto_query_-8zrNMH6voa2ZtBaGNpoYQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-8zrNMH6voa2ZtBaGNpoYQ,isotropic,1234,4,1,1,15.680000,36.1773,16.6236,0.001525,fullframe,published,100,8.0
toronto_query_-8zrNMH6voa2ZtBaGNpoYQ,geoshield_published_fullframe,1234,6,0,1,15.680000,36.1773,9.8619,0.000000,fullframe,published,100,8.0
zurich_query_-bwmsEYfSnHpjkqrw0Vn6g,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000103,fullframe,published,100,8.0
zurich_query_-bwmsEYfSnHpjkqrw0Vn6g,isotropic,1234,1,1,1,15.680000,36.1773,16.7027,0.008447,fullframe,published,100,8.0
zurich_query_-bwmsEYfSnHpjkqrw0Vn6g,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,10.0798,0.000054,fullframe,published,100,8.0
amman_query_0PLHged3iWJuuv8xOPB5rA,clean,1234,14,0,0,0.000000,138.1308,0.0000,0.000054,fullframe,published,100,8.0
amman_query_0PLHged3iWJuuv8xOPB5rA,isotropic,1234,10,0,1,15.679997,36.1773,16.6560,0.004704,fullframe,published,100,8.0
amman_query_0PLHged3iWJuuv8xOPB5rA,geoshield_published_fullframe,1234,25,0,0,15.680000,36.1773,10.0772,0.000016,fullframe,published,100,8.0
boston_query_-EHBZ4-3d6vENYYFm7mWEw,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.018424,fullframe,published,100,8.0
boston_query_-EHBZ4-3d6vENYYFm7mWEw,isotropic,1234,4,1,1,15.679997,36.1773,16.8981,0.030241,fullframe,published,100,8.0
boston_query_-EHBZ4-3d6vENYYFm7mWEw,geoshield_published_fullframe,1234,17,0,0,15.680001,36.1773,9.8439,0.008084,fullframe,published,100,8.0
cph_query_-CrgHhqoywCPgzsSAabnsw,clean,1234,25,0,0,0.000000,138.1308,0.0000,0.000358,fullframe,published,100,8.0
cph_query_-CrgHhqoywCPgzsSAabnsw,isotropic,1234,19,0,0,15.680000,36.1773,16.6432,0.003559,fullframe,published,100,8.0
cph_query_-CrgHhqoywCPgzsSAabnsw,geoshield_published_fullframe,1234,11,0,0,15.679998,36.1773,10.2018,0.000157,fullframe,published,100,8.0
london_query_-WyzcGh-_EYVhI50Y9F08Q,clean,1234,110,0,0,0.000000,138.1308,0.0000,0.000005,fullframe,published,100,8.0
london_query_-WyzcGh-_EYVhI50Y9F08Q,isotropic,1234,84,0,0,15.680000,36.1773,16.6947,0.007400,fullframe,published,100,8.0
london_query_-WyzcGh-_EYVhI50Y9F08Q,geoshield_published_fullframe,1234,212,0,0,15.680000,36.1773,10.4065,0.000005,fullframe,published,100,8.0
manila_query_-GRDcYlSjwLZPQ0LqKatqA,clean,1234,274,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
manila_query_-GRDcYlSjwLZPQ0LqKatqA,isotropic,1234,402,0,0,15.680000,36.1773,16.6065,0.000130,fullframe,published,100,8.0
manila_query_-GRDcYlSjwLZPQ0LqKatqA,geoshield_published_fullframe,1234,550,0,0,15.680000,36.1773,9.5961,0.000000,fullframe,published,100,8.0
nairobi_query_0u9pYEI4g20T0TGGb3Q_mw,clean,1234,203,0,0,0.000000,138.1308,0.0000,0.000043,fullframe,published,100,8.0
nairobi_query_0u9pYEI4g20T0TGGb3Q_mw,isotropic,1234,235,0,0,15.679998,36.1773,16.6271,0.001893,fullframe,published,100,8.0
nairobi_query_0u9pYEI4g20T0TGGb3Q_mw,geoshield_published_fullframe,1234,79,0,0,15.680000,36.1773,9.4703,0.000005,fullframe,published,100,8.0
toronto_query_-90qYles5GKU3ikhCYP3xg,clean,1234,6,0,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
toronto_query_-90qYles5GKU3ikhCYP3xg,isotropic,1234,7,0,1,15.679998,36.1773,16.6273,0.001872,fullframe,published,100,8.0
toronto_query_-90qYles5GKU3ikhCYP3xg,geoshield_published_fullframe,1234,10,0,1,15.679997,36.1773,10.6655,0.000000,fullframe,published,100,8.0
zurich_query_-ckZ0rXdz4mibIinNjdoZQ,clean,1234,275,0,0,0.000000,138.1308,0.0000,0.003309,fullframe,published,100,8.0
zurich_query_-ckZ0rXdz4mibIinNjdoZQ,isotropic,1234,219,0,0,15.679997,36.1773,16.6508,0.005127,fullframe,published,100,8.0
zurich_query_-ckZ0rXdz4mibIinNjdoZQ,geoshield_published_fullframe,1234,178,0,0,15.679997,36.1773,9.7708,0.001655,fullframe,published,100,8.0
amman_query_0R0A_PhOAjP-uMDPM7p7mA,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000016,fullframe,published,100,8.0
amman_query_0R0A_PhOAjP-uMDPM7p7mA,isotropic,1234,2,1,1,15.679997,36.1773,16.6455,0.003516,fullframe,published,100,8.0
amman_query_0R0A_PhOAjP-uMDPM7p7mA,geoshield_published_fullframe,1234,1,1,1,15.679997,36.1773,9.5980,0.000000,fullframe,published,100,8.0
boston_query_-F1y-kaybMQbp8p7UR03TA,clean,1234,61,0,0,0.000000,138.1308,0.0000,0.012988,fullframe,published,100,8.0
boston_query_-F1y-kaybMQbp8p7UR03TA,isotropic,1234,77,0,0,15.679998,36.1773,16.7825,0.019548,fullframe,published,100,8.0
boston_query_-F1y-kaybMQbp8p7UR03TA,geoshield_published_fullframe,1234,33,0,0,15.680000,36.1773,10.3495,0.006364,fullframe,published,100,8.0
cph_query_-EJZ9qR_FRIGfCF6DhQCJg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
cph_query_-EJZ9qR_FRIGfCF6DhQCJg,isotropic,1234,1,1,1,15.680000,36.1773,16.5455,0.003857,fullframe,published,100,8.0
cph_query_-EJZ9qR_FRIGfCF6DhQCJg,geoshield_published_fullframe,1234,1,1,1,15.680000,36.1773,9.6926,0.000000,fullframe,published,100,8.0
london_query_-XIh6yuegk86oURAbggPpw,clean,1234,11,0,0,0.000000,138.1308,0.0000,0.001400,fullframe,published,100,8.0
london_query_-XIh6yuegk86oURAbggPpw,isotropic,1234,13,0,0,15.680000,36.1773,16.6501,0.004460,fullframe,published,100,8.0
london_query_-XIh6yuegk86oURAbggPpw,geoshield_published_fullframe,1234,14,0,0,15.680001,36.1773,9.6192,0.000792,fullframe,published,100,8.0
manila_query_-GYvqZ8BYSfzGUbFI13obA,clean,1234,48,0,0,0.000000,138.1308,0.0000,0.070383,fullframe,published,100,8.0
manila_query_-GYvqZ8BYSfzGUbFI13obA,isotropic,1234,120,0,0,15.680000,36.1773,17.3644,0.083030,fullframe,published,100,8.0
manila_query_-GYvqZ8BYSfzGUbFI13obA,geoshield_published_fullframe,1234,313,0,0,15.680000,36.1773,10.1649,0.036551,fullframe,published,100,8.0
nairobi_query_16KxNH7RD-4ITdBTZKvAXw,clean,1234,34,0,0,0.000000,138.1308,0.0000,0.046219,fullframe,published,100,8.0
nairobi_query_16KxNH7RD-4ITdBTZKvAXw,isotropic,1234,28,0,0,15.680000,36.1773,17.0851,0.051872,fullframe,published,100,8.0
nairobi_query_16KxNH7RD-4ITdBTZKvAXw,geoshield_published_fullframe,1234,32,0,0,15.680000,36.1773,10.3672,0.020600,fullframe,published,100,8.0
toronto_query_-95Ypw11XUgNqZdY5m4GCw,clean,1234,275,0,0,0.000000,138.1308,0.0000,0.000618,fullframe,published,100,8.0
toronto_query_-95Ypw11XUgNqZdY5m4GCw,isotropic,1234,263,0,0,15.679997,36.1773,17.0415,0.040799,fullframe,published,100,8.0
toronto_query_-95Ypw11XUgNqZdY5m4GCw,geoshield_published_fullframe,1234,276,0,0,15.679998,36.1773,9.7735,0.000336,fullframe,published,100,8.0
zurich_query_-fOHAPAq-KX4XPlg0JJPvg,clean,1234,419,0,0,0.000000,138.1308,0.0000,0.057661,fullframe,published,100,8.0
zurich_query_-fOHAPAq-KX4XPlg0JJPvg,isotropic,1234,469,0,0,15.679998,36.1773,17.3199,0.076731,fullframe,published,100,8.0
zurich_query_-fOHAPAq-KX4XPlg0JJPvg,geoshield_published_fullframe,1234,290,0,0,15.680000,36.1773,10.5455,0.030745,fullframe,published,100,8.0
amman_query_0RRGZCCzxqj8dJzhN-RnQQ,clean,1234,650,0,0,0.000000,138.1308,0.0000,0.000282,fullframe,published,100,8.0
amman_query_0RRGZCCzxqj8dJzhN-RnQQ,isotropic,1234,650,0,0,15.680000,36.1773,16.6760,0.006668,fullframe,published,100,8.0
amman_query_0RRGZCCzxqj8dJzhN-RnQQ,geoshield_published_fullframe,1234,336,0,0,15.680001,36.1773,9.8551,0.000157,fullframe,published,100,8.0
boston_query_-GJo3fVMwIWZoCYgf09NLQ,clean,1234,250,0,0,0.000000,138.1308,0.0000,0.019862,fullframe,published,100,8.0
boston_query_-GJo3fVMwIWZoCYgf09NLQ,isotropic,1234,246,0,0,15.680002,36.1773,17.2189,0.062885,fullframe,published,100,8.0
boston_query_-GJo3fVMwIWZoCYgf09NLQ,geoshield_published_fullframe,1234,576,0,0,15.679997,36.1773,9.7290,0.010053,fullframe,published,100,8.0
cph_query_-Eb1W6216G9S88OFy95k4Q,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000071,fullframe,published,100,8.0
cph_query_-Eb1W6216G9S88OFy95k4Q,isotropic,1234,2,1,1,15.679998,36.1773,16.6309,0.002409,fullframe,published,100,8.0
cph_query_-Eb1W6216G9S88OFy95k4Q,geoshield_published_fullframe,1234,2,1,1,15.679997,36.1773,9.3091,0.000027,fullframe,published,100,8.0
london_query_-XZRTRoj7LEefbZ7UDBzXg,clean,1234,800,0,0,0.000000,138.1308,0.0000,0.004145,fullframe,published,100,8.0
london_query_-XZRTRoj7LEefbZ7UDBzXg,isotropic,1234,655,0,0,15.679997,36.1773,16.7818,0.017855,fullframe,published,100,8.0
london_query_-XZRTRoj7LEefbZ7UDBzXg,geoshield_published_fullframe,1234,719,0,0,15.679997,36.1773,10.4542,0.002127,fullframe,published,100,8.0
manila_query_-HF88JWAO1GDy0F6B4ZeZg,clean,1234,16,0,0,0.000000,138.1308,0.0000,0.000005,fullframe,published,100,8.0
manila_query_-HF88JWAO1GDy0F6B4ZeZg,isotropic,1234,22,0,0,15.679997,36.1773,16.6233,0.001514,fullframe,published,100,8.0
manila_query_-HF88JWAO1GDy0F6B4ZeZg,geoshield_published_fullframe,1234,117,0,0,15.680000,36.1773,10.5851,0.000000,fullframe,published,100,8.0
nairobi_query_183WoPTmmjfRAAmVLL6TDw,clean,1234,103,0,0,0.000000,138.1308,0.0000,0.000092,fullframe,published,100,8.0
nairobi_query_183WoPTmmjfRAAmVLL6TDw,isotropic,1234,76,0,0,15.680000,36.1773,16.6121,0.000814,fullframe,published,100,8.0
nairobi_query_183WoPTmmjfRAAmVLL6TDw,geoshield_published_fullframe,1234,27,0,0,15.679997,36.1773,9.8569,0.000043,fullframe,published,100,8.0
toronto_query_-9p2_cESNINnXfab4o-dKQ,clean,1234,207,0,0,0.000000,138.1308,0.0000,0.000033,fullframe,published,100,8.0
toronto_query_-9p2_cESNINnXfab4o-dKQ,isotropic,1234,163,0,0,15.680001,36.1773,16.6843,0.007053,fullframe,published,100,8.0
toronto_query_-9p2_cESNINnXfab4o-dKQ,geoshield_published_fullframe,1234,166,0,0,15.679998,36.1773,9.8228,0.000016,fullframe,published,100,8.0
zurich_query_-iln48QPRjkI40nJSzd6lg,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000347,fullframe,published,100,8.0
zurich_query_-iln48QPRjkI40nJSzd6lg,isotropic,1234,1,1,1,15.680000,36.1773,16.6780,0.006038,fullframe,published,100,8.0
zurich_query_-iln48QPRjkI40nJSzd6lg,geoshield_published_fullframe,1234,1,1,1,15.679997,36.1773,9.6838,0.000092,fullframe,published,100,8.0
amman_query_0fPb7in-cHyh0MAM_N6Zwg,clean,1234,2,1,1,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
amman_query_0fPb7in-cHyh0MAM_N6Zwg,isotropic,1234,2,1,1,15.679998,36.1773,16.6092,0.000374,fullframe,published,100,8.0
amman_query_0fPb7in-cHyh0MAM_N6Zwg,geoshield_published_fullframe,1234,5,1,1,15.679997,36.1773,10.1833,0.000005,fullframe,published,100,8.0
boston_query_-HufF4iDO00S4hZK96hUyw,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.000293,fullframe,published,100,8.0
boston_query_-HufF4iDO00S4hZK96hUyw,isotropic,1234,3,1,1,15.680000,36.1773,16.6541,0.004460,fullframe,published,100,8.0
boston_query_-HufF4iDO00S4hZK96hUyw,geoshield_published_fullframe,1234,5,1,1,15.679997,36.1773,9.6023,0.000087,fullframe,published,100,8.0
cph_query_-Efn_mUBXLqGWGzUw3Youw,clean,1234,4,1,1,0.000000,138.1308,0.0000,0.006917,fullframe,published,100,8.0
cph_query_-Efn_mUBXLqGWGzUw3Youw,isotropic,1234,4,1,1,15.680000,36.1773,16.7574,0.015777,fullframe,published,100,8.0
cph_query_-Efn_mUBXLqGWGzUw3Youw,geoshield_published_fullframe,1234,7,0,1,15.680000,36.1773,9.3511,0.003494,fullframe,published,100,8.0
london_query_-b5BCVv9Qd6OhZGxpoqS5A,clean,1234,3,1,1,0.000000,138.1308,0.0000,0.047521,fullframe,published,100,8.0
london_query_-b5BCVv9Qd6OhZGxpoqS5A,isotropic,1234,4,1,1,15.679997,36.1773,17.1681,0.060276,fullframe,published,100,8.0
london_query_-b5BCVv9Qd6OhZGxpoqS5A,geoshield_published_fullframe,1234,4,1,1,15.679997,36.1773,9.9045,0.025190,fullframe,published,100,8.0
manila_query_-KU1q5fdqSI_GghxKumbeg,clean,1234,170,0,0,0.000000,138.1308,0.0000,0.011925,fullframe,published,100,8.0
manila_query_-KU1q5fdqSI_GghxKumbeg,isotropic,1234,240,0,0,15.679996,36.1773,16.9706,0.035352,fullframe,published,100,8.0
manila_query_-KU1q5fdqSI_GghxKumbeg,geoshield_published_fullframe,1234,110,0,0,15.679997,36.1773,9.8297,0.005827,fullframe,published,100,8.0
nairobi_query_19K8RILgg4ErFKJ9l5D9zQ,clean,1234,245,0,0,0.000000,138.1308,0.0000,0.021501,fullframe,published,100,8.0
nairobi_query_19K8RILgg4ErFKJ9l5D9zQ,isotropic,1234,77,0,0,15.679998,36.1773,16.8125,0.022445,fullframe,published,100,8.0
nairobi_query_19K8RILgg4ErFKJ9l5D9zQ,geoshield_published_fullframe,1234,59,0,0,15.679997,36.1773,10.2647,0.010167,fullframe,published,100,8.0
toronto_query_-Af6Q3npKjccLu7TwYvlsQ,clean,1234,1,1,1,0.000000,138.1308,0.0000,0.001226,fullframe,published,100,8.0
toronto_query_-Af6Q3npKjccLu7TwYvlsQ,isotropic,1234,1,1,1,15.680000,36.1773,16.7568,0.014594,fullframe,published,100,8.0
toronto_query_-Af6Q3npKjccLu7TwYvlsQ,geoshield_published_fullframe,1234,2,1,1,15.679998,36.1773,9.9076,0.000570,fullframe,published,100,8.0
zurich_query_-ldtR3_I7eHdDGYU5BNczg,clean,1234,197,0,0,0.000000,138.1308,0.0000,0.000000,fullframe,published,100,8.0
zurich_query_-ldtR3_I7eHdDGYU5BNczg,isotropic,1234,185,0,0,15.680001,36.1773,16.6103,0.000374,fullframe,published,100,8.0
zurich_query_-ldtR3_I7eHdDGYU5BNczg,geoshield_published_fullframe,1234,341,0,0,15.679998,36.1773,9.5395,0.000000,fullframe,published,100,8.0
amman_query_0mtodUgJmOV4UK-0AiTGHg,clean,1234,5,1,1,0.000000,138.1308,0.0000,0.000054,fullframe,published,100,8.0
amman_query_0mtodUgJmOV4UK-0AiTGHg,isotropic,1234,3,1,1,15.680000,36.1773,16.6633,0.005490,fullframe,published,100,8.0
amman_query_0mtodUgJmOV4UK-0AiTGHg,geoshield_published_fullframe,1234,3,1,1,15.680000,36.1773,9.6965,0.000038,fullframe,published,100,8.0
boston_query_-IYAXZ4yoOS7SzEIu2m-me,clean,1234,13,0,0,0.000000,138.1308,0.0000,0.000488,fullframe,published,100,8.0
boston_query_-IYAXZ4yoOS7SzEIu2m-me,isotropic,1234,13,0,0,15.679998,36.1773,16.6653,0.006055,fullframe,published,100,8.0
