query_id,condition,seed,clip_len,pooling,correct_rank,correct_place,mean_mse
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,2,mean,8,amman:29,15.680002
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,2,max,17,amman:29,15.680002
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,2,best_frame,8,amman:29,15.680002
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,4,first,32,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,4,mean,11,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,4,max,16,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,4,best_frame,9,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,7,first,32,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,7,mean,30,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,7,max,76,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,1234,7,best_frame,9,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,1,first,28,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,1,mean,28,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,1,max,28,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,1,best_frame,28,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,2,first,28,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,2,mean,4,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,2,max,4,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,2,best_frame,2,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,4,first,28,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,4,mean,6,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,4,max,1,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,4,best_frame,10,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,7,first,28,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,7,mean,3,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,7,max,2,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,5678,7,best_frame,11,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,1,first,125,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,1,mean,125,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,1,max,125,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,1,best_frame,125,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,2,first,125,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,2,mean,73,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,2,max,103,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,2,best_frame,133,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,4,first,125,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,4,mean,39,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,4,max,47,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,4,best_frame,26,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,7,first,125,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,7,mean,36,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,7,max,34,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,5678,7,best_frame,29,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,1,first,37,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,1,mean,37,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,1,max,37,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,1,best_frame,37,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,2,first,37,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,2,mean,21,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,2,max,29,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,2,best_frame,44,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,4,first,37,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,4,mean,15,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,4,max,25,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,4,best_frame,44,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,7,first,37,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,7,mean,38,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,7,max,84,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,5678,7,best_frame,44,amman:29,15.679997
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,1,first,23,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,1,mean,23,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,1,max,23,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,1,best_frame,23,amman:29,15.679998
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,2,first,23,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,2,mean,3,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,2,max,2,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,2,best_frame,2,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,4,first,23,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,4,mean,6,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,4,max,2,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,4,best_frame,8,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,7,first,23,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,7,mean,2,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,7,max,1,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,isotropic,9012,7,best_frame,9,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,1,first,78,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,1,mean,78,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,1,max,78,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,1,best_frame,78,amman:29,15.680001
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,2,first,78,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,2,mean,80,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,2,max,68,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,2,best_frame,130,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,4,first,78,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,4,mean,87,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,4,max,111,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,4,best_frame,72,amman:29,15.679999
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,7,first,78,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,7,mean,56,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,7,max,88,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,direction,9012,7,best_frame,32,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,9012,1,first,25,amman:29,15.680000
amman_query_-L_vanPrT4RcWlLbzCqMKA,hardened,9012,1,mean,25,amman:29,15.680000
