query_id,condition,purifier,draw,correct_rank,correct_place,psnr_to_clean
amman_query_-VdxqGX8d8L_OiSEN5CtDw,clean,none,0,536,amman:0,
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,none,0,730,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,isotropic,0,728,amman:0,36.1648
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,none,1,692,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,isotropic,1,689,amman:0,36.1630
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,none,2,747,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,isotropic,isotropic,2,744,amman:0,36.1649
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,none,0,266,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,direction,0,271,amman:0,34.3129
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,none,1,200,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,direction,1,161,amman:0,34.3061
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,none,2,122,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,direction,direction,2,127,amman:0,34.2733
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,none,0,143,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,hardened,0,135,amman:0,33.4579
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,direction,0,145,amman:0,34.2613
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,none,1,178,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,hardened,1,195,amman:0,33.5141
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,direction,1,137,amman:0,34.2654
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,none,2,85,amman:0,36.1773
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,hardened,2,71,amman:0,33.5620
amman_query_-VdxqGX8d8L_OiSEN5CtDw,hardened,direction,2,77,amman:0,34.2765
amman_query_-XWB_1fOm8NW5dQx9p5IKg,clean,none,0,943,amman:35,
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,none,0,1027,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,isotropic,0,1029,amman:35,36.1647
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,none,1,1095,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,isotropic,1,1100,amman:35,36.1628
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,none,2,1185,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,isotropic,isotropic,2,1193,amman:35,36.1615
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,none,0,440,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,direction,0,375,amman:35,35.1045
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,none,1,205,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,direction,1,194,amman:35,35.0975
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,none,2,365,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,direction,direction,2,374,amman:35,35.1025
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,none,0,20,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,hardened,0,18,amman:35,35.5894
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,direction,0,21,amman:35,35.1083
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,none,1,30,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,hardened,1,30,amman:35,35.5924
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,direction,1,29,amman:35,35.0951
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,none,2,35,amman:35,36.1773
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,hardened,2,34,amman:35,35.5957
amman_query_-XWB_1fOm8NW5dQx9p5IKg,hardened,direction,2,34,amman:35,35.1046
amman_query_-iXxlTRmA5JphamcIjxBbA,clean,none,0,13,amman:11,
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,none,0,11,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,isotropic,0,10,amman:11,36.1605
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,none,1,11,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,isotropic,1,11,amman:11,36.1620
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,none,2,19,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,isotropic,isotropic,2,18,amman:11,36.1633
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,none,0,424,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,direction,0,421,amman:11,35.1103
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,none,1,347,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,direction,1,373,amman:11,35.1012
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,none,2,521,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,direction,direction,2,545,amman:11,35.1118
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,none,0,80,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,hardened,0,81,amman:11,36.1562
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,direction,0,89,amman:11,35.1023
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,none,1,98,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,hardened,1,97,amman:11,36.1545
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,direction,1,102,amman:11,35.0863
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,none,2,219,amman:11,36.1773
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,hardened,2,219,amman:11,36.1563
amman_query_-iXxlTRmA5JphamcIjxBbA,hardened,direction,2,222,amman:11,35.0903
amman_query_-qij8CFaEYNp4JW3rF9oqQ,clean,none,0,2,amman:32,
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,none,0,6,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,isotropic,0,15,amman:32,35.9776
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,none,1,13,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,isotropic,1,33,amman:32,35.9565
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,none,2,12,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,isotropic,isotropic,2,29,amman:32,35.9869
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,none,0,808,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,direction,0,796,amman:32,31.1674
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,none,1,291,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,direction,1,507,amman:32,31.1583
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,none,2,392,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,direction,direction,2,278,amman:32,31.2099
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,none,0,8,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,hardened,0,16,amman:32,30.4068
